,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
14854,1166 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/30/2002,2818,0,"Capital One, National Association",NYC 45TH & 6TH STREET BRANCH,680,11/25/2022,11,NY,36061,New York,365493,10036,"1166 Avenue Of The Americas, New York, NY, 10036","('009600', 'Manhattan')",Chelsea / Clinton / Midtown,9600
14861,1293 Broadway And 33rd,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/25/2002,2238,0,"Bank of America, National Association",HERALD CENTER BRANCH,8696,11/25/2022,11,NY,36061,New York,365741,10001,"1293 Broadway And 33rd, New York, NY, 10001","('010100', 'Manhattan')",Chelsea / Clinton / Midtown,10100
14906,43-14 Ditmars Blvd,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/18/2002,10255,0,Ridgewood Savings Bank,ASTORIA BRANCH,21,11/25/2022,11,NY,36081,New York,419773,11105,"43-14 Ditmars Blvd, Astoria, NY, 11105","('011900', 'Queens')",Astoria,11900
14926,582-586 9th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/19/2003,12315,0,"TD Bank, National Association",42ND & 9TH TIMES SQUARE BRANCH,898,11/25/2022,11,NY,36061,New York,422990,10036,"582-586 9th Avenue, New York, NY, 10036","('012100', 'Manhattan')",Chelsea / Clinton / Midtown,12100
14929,309 5th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,26790,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/23/2003,35939,0,"KEB Hana Bank USA, National Association",FIFTH AVENUE BRANCH,3,11/25/2022,11,NY,36061,New York,423227,10016,"309 5th Avenue, New York, NY, 10016","('007400', 'Manhattan')",Chelsea / Clinton / Midtown,7400
14941,936 Third Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/03/2003,10251,0,New York Community Bank,936 THIRD AVENUE BRANCH,339,11/25/2022,11,NY,36061,New York,424266,10022,"936 Third Avenue, New York, NY, 10022","('011203', 'Manhattan')",Stuyvesant Town / Turtle Bay,11203
14951,2550 Tobacco Road,N,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,2138,Hephzibah,Richmond,,0,,12/08/2003,1410,0,Queensborough National Bank & Trust Company,TOBACCO ROAD BRANCH,23,11/25/2022,11,GA,13245,Georgia,425177,30815,"2550 Tobacco Road, Hephzibah, NY, 30815","('010712', 'Gracewood')",UNFOUND,10712
15135,135-11 Roosevelt Avenue,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,31628,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/30/2005,44462,0,East West Bank,FLUSHING ROOSEVELT BRANCH,237,11/25/2022,11,NY,36081,New York,444060,11354,"135-11 Roosevelt Avenue, Flushing, NY, 11354","('087100', 'Queens')",Flushing / Whitestone,87100
15155,1360 East Bay Avenue,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57053,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/10/2005,356455,0,Signature Bank,Hunst Point Avenue Branch Office,13,11/25/2022,11,NY,36005,New York,445562,10474,"1360 East Bay Avenue, Bronx, NY, 10474","('009300', 'Bronx')",Mott Haven / Hunts Point,9300
15179,1120 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/30/2005,417,0,"JPMorgan Chase Bank, National Association",SIXTH AVENUE AND 43RD STREET BRANCH,3612,11/25/2022,11,NY,36061,New York,446955,10036,"1120 Avenue Of The Americas, New York, NY, 10036","('009600', 'Manhattan')",Chelsea / Clinton / Midtown,9600
15182,2 Park Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/30/2005,417,0,"JPMorgan Chase Bank, National Association",PARK AVENUE AND 32ND STREET BRANCH,3632,11/25/2022,11,NY,36061,New York,447236,10016,"2 Park Avenue, New York, NY, 10016","('-1', '-1')",UNFOUND,-1
15220,150-29 Northern Blvd,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,33188,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/19/2005,46425,0,Shinhan Bank America,NORTHERN-150 BRANCH,5,11/25/2022,11,NY,36081,New York,452356,11354,"150-29 Northern Blvd, Flushing, NY, 11354","('115700', 'Queens')",Flushing / Whitestone,115700
15254,118-11 101st Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,South Richmond Hill,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/12/2005,42784,0,"Santander Bank, N.A.",RICHMOND HILL BRANCH,1114,11/25/2022,11,NY,36081,New York,454272,11419,"118-11 101st Avenue, South Richmond Hill, NY, 11419","('012000', 'Queens')",Kew Gardens / Woodhaven,12000
15266,1569 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,9396,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/13/2006,6037,0,Valley National Bank,3RD AVE BRANCH,195,11/25/2022,11,NY,36061,New York,456199,10128,"1569 Third Avenue, New York, NY, 10128","('014602', 'Manhattan')",Upper East Side,14602
15272,2574 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/06/2006,2238,0,"Bank of America, National Association",BROADWAY AND 97TH STREET BRANCH,8863,11/25/2022,11,NY,36061,New York,457019,10025,"2574 Broadway, New York, NY, 10025","('018300', 'Manhattan')",Upper West Side,18300
15273,116-24 Metropolitan  Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Kew Gardens,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/16/2006,12315,0,"TD Bank, National Association","KEW GARDENS, NY BRANCH",1117,11/25/2022,11,NY,36081,New York,457065,11415,"116-24 Metropolitan  Avenue, Kew Gardens, NY, 11415","('013400', 'Queens')",Kew Gardens / Woodhaven,13400
15337,94 - 15 Northern Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/02/2007,12315,0,"TD Bank, National Association",CORONA BRANCH,1135,11/25/2022,11,NY,36081,New York,464193,11372,"94 - 15 Northern Boulevard, Jackson Heights, NY, 11372","('035300', 'Queens')",Jackson Heights,35300
15376,39-02 Main Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,24387,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/28/2007,16967,0,"Industrial and Commercial Bank of China USA, National Association",FLUSHING BRANCH,9,11/25/2022,11,NY,36081,New York,466470,11354,"39-02 Main Street, Flushing, NY, 11354","('087100', 'Queens')",Flushing / Whitestone,87100
15409,6701 Bay Parkway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/11/2007,417,0,"JPMorgan Chase Bank, National Association",BAY PARKWAY & 67TH STREET BANKING CENTER BRANCH,4277,11/25/2022,11,NY,36047,New York,469111,11204,"6701 Bay Parkway, Brooklyn, NY, 11204","('043000', 'Brooklyn')",Bensonhurst,43000
15491,1745 Crosby Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/12/2007,10255,0,Ridgewood Savings Bank,CROSBY AVENUE BRANCH,40,11/25/2022,11,NY,36005,New York,480747,10461,"1745 Crosby Avenue, Bronx, NY, 10461","('026602', 'Bronx')",Throgs Neck / Co-op City,26602
15520,5003 13th Avenue,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,6976,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/07/2008,4672,0,Dime Community Bank,BORO PARK BRANCH,69,11/25/2022,11,NY,36047,New York,491824,11219,"5003 13th Avenue, Brooklyn, NY, 11219","('023600', 'Brooklyn')",Borough Park,23600
15559,402 Myrtle Ave,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/23/2009,417,0,"JPMorgan Chase Bank, National Association",FT GREENE BRANCH,6826,11/25/2022,11,NY,36047,New York,494164,11205,"402 Myrtle Ave, Brooklyn, NY, 11205","('019500', 'Brooklyn')",Brooklyn Heights / Fort Greene,19500
15574,10711 Continental Ave,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58564,Forest Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/16/2007,456804,0,Flushing Bank,Forest Hills Branch,15,11/25/2022,11,NY,36081,New York,495134,11375,"10711 Continental Ave, Forest Hills, NY, 11375","('-1', '-1')",UNFOUND,-1
15617,2160 Broadway,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,59017,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/15/2010,497251,0,First Republic Bank,76TH & BROADWAY BRANCH,57,11/25/2022,11,NY,36061,New York,508304,10024,"2160 Broadway, New York, NY, 10024","('016300', 'Manhattan')",Upper West Side,16300
15618,4526 Greenpoint Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Sunnyside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/26/2010,2238,0,"Bank of America, National Association",SUNNYSIDE BRANCH,9651,11/25/2022,11,NY,36081,New York,508410,11104,"4526 Greenpoint Avenue, Sunnyside, NY, 11104","('-1', '-1')",UNFOUND,-1
15798,465 Kings Highway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/12/2013,12315,0,"TD Bank, National Association",GRAVESEND STORE,1672,11/25/2022,12,NY,36047,New York,537467,11223,"465 Kings Highway, Brooklyn, NY, 11223","('041200', 'Brooklyn')",Bensonhurst,41200
15802,41-11 Bell Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/14/2013,10251,0,New York Community Bank,BELL BOULEVARD BRANCH,347,11/25/2022,11,NY,36081,New York,538080,11361,"41-11 Bell Boulevard, Bayside, NY, 11361","('112300', 'Queens')",Bayside / Little Neck,112300
15805,835 8th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/27/2012,2238,0,"Bank of America, National Association",51ST AND EIGHTH AVENUE BRANCH,9724,11/25/2022,11,NY,36061,New York,538288,10019,"835 8th Avenue, New York, NY, 10019","('012700', 'Manhattan')",Chelsea / Clinton / Midtown,12700
15827,120 West Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/11/2013,4759,0,"Citibank, National Association",TRIBECA BRANCH,1886,11/25/2022,11,NY,36061,New York,541292,10013,"120 West Broadway, New York, NY, 10013","('003300', 'Manhattan')",Greenwich Village / Financial District,3300
15928,175 Varick Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/23/2015,12315,0,"TD Bank, National Association",CHARLTON AND VARICK BRANCH,1760,11/25/2022,11,NY,36061,New York,572836,10014,"175 Varick Street, New York, NY, 10014","('003700', 'Manhattan')",Greenwich Village / Financial District,3700
15944,4201 Main St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/17/2015,2238,0,"Bank of America, National Association",MAIN AND MAPLE BRANCH,9794,11/25/2022,11,NY,36081,New York,578447,11355,"4201 Main St, Flushing, NY, 11355","('-1', '-1')",UNFOUND,-1
15961,1133 Madison Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/12/2015,12315,0,"TD Bank, National Association",85TH & MADISON BRANCH,1767,11/25/2022,11,NY,36061,New York,580536,10028,"1133 Madison Avenue, New York, NY, 10028","('015001', 'Manhattan')",Upper East Side,15001
15974,200 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,6384,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/17/2016,4287,0,"PNC Bank, National Association",CORBIN BRANCH,4464,11/25/2022,11,NY,36061,New York,583253,10038,"200 Broadway, New York, NY, 10038","('001502', 'Manhattan')",Greenwich Village / Financial District,1502
15981,132-11a 14th,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7072,College Point,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/19/2016,4713,0,The First National Bank of Long Island,COLLEGE POINT BRANCH,52,11/25/2022,11,NY,36081,New York,585260,11356,"132-11a 14th, College Point, NY, 11356","('094500', 'Queens')",Flushing / Whitestone,94500
16019,147-42 Northern Boulevard,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58564,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/13/2017,456804,0,Flushing Bank,MURRAY HILL,23,11/25/2022,11,NY,36081,New York,592847,11354,"147-42 Northern Boulevard, Flushing, NY, 11354","('116300', 'Queens')",Flushing / Whitestone,116300
16020,220 E. 161 Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/13/2017,42784,0,"Santander Bank, N.A.",GRAND CONCOURSE PLAZA BRANCH,1172,11/25/2022,11,NY,36005,New York,593132,10451,"220 E. 161 Street, Bronx, NY, 10451","('006100', 'Bronx')",Highbridge / S. Concourse,6100
16043,"555 Eighth Avenue, Suite 2201",NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,13303,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/01/2018,8411,0,Bank of England,ENG LENDING,139,11/25/2022,24,NY,36061,New York,596902,10018,"555 Eighth Avenue, Suite 2201, New York, NY, 10018","('011100', 'Manhattan')",Chelsea / Clinton / Midtown,11100
16115,163 Canal Street,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,59017,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/20/2019,497251,0,First Republic Bank,CANAL STREET BRANCH,87,11/25/2022,11,NY,36061,New York,613943,10013,"163 Canal Street, New York, NY, 10013","('004100', 'Manhattan')",Greenwich Village / Financial District,4100
16149,29 Union Sq W,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/20/2019,417,0,"JPMorgan Chase Bank, National Association",Union Square West,8417,11/25/2022,11,NY,36061,New York,619417,10003,"29 Union Sq W, New York, NY, 10003","('005200', 'Manhattan')",Chelsea / Clinton / Midtown,5200
16155,186 5th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/20/2019,2238,0,"Bank of America, National Association",Flatiron Branch,9933,11/25/2022,11,NY,36061,New York,620429,10010,"186 5th Avenue, New York, NY, 10010","('005800', 'Manhattan')",Chelsea / Clinton / Midtown,5800
16207,108-01 Queens Blvd.,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Forest Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/03/2020,432614,0,"Citizens Bank, National Association",Forest Hills-Queens Blvd Branch,1942,11/25/2022,11,NY,36081,New York,629480,11375,"108-01 Queens Blvd., Forest Hills, NY, 11375","('073900', 'Queens')",Forest Hills / Rego Park,73900
16243,2076 86th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/02/2020,2238,0,"Bank of America, National Association",Bensonhurst Branch,9987,11/25/2022,11,NY,36047,New York,634928,11214,"2076 86th Street, Brooklyn, NY, 11214","('028800', 'Brooklyn')",Bensonhurst,28800
16247,176 Water St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/21/2020,4759,0,"Citibank, National Association",Water Street Branch,1976,11/25/2022,11,NY,36061,New York,637873,10038,"176 Water St, New York, NY, 10038","('001502', 'Manhattan')",Greenwich Village / Financial District,1502
16320,155-14 Cross Bay Blvd,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Howard Beach,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1935,2818,0,"Capital One, National Association",HOWARD BEACH BRANCH,598,11/25/2022,11,NY,36081,New York,276183,11414,"155-14 Cross Bay Blvd, Howard Beach, NY, 11414","('-1', '-1')",UNFOUND,-1
16322,1550 Richmond Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/01/1936,42784,0,"Santander Bank, N.A.",RICHMOND ROAD BRANCH,1012,11/25/2022,11,NY,36085,New York,276299,10304,"1550 Richmond Road, Staten Island, NY, 10304","('009602', 'Staten Island')",Mid-Island,9602
16376,66-60 Fresh Pond Road,SB,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,30303,Ridgewood,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/06/1998,43137,0,Maspeth Federal Savings and Loan Association,RIDGEWOOD BRANCH,101,11/25/2022,11,NY,36081,New York,279857,11385,"66-60 Fresh Pond Road, Ridgewood, NY, 11385","('058700', 'Queens')",Middle Village / Ridgewood,58700
16379,230 Arden Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/30/1990,417,0,"JPMorgan Chase Bank, National Association",ARDEN HEIGHTS BRANCH,1123,11/25/2022,11,NY,36085,New York,280043,10312,"230 Arden Avenue, Staten Island, NY, 10312","('017010', 'Staten Island')",South Shore,17010
